Category,Order Date,Sales
Snacks,10-11-2017,636
"Eggs, Meat & Fish",10-11-2017,924
Snacks,10-11-2017,818
Food Grains,10-11-2017,2422
Oil & Masala,10-11-2017,2097
Bakery,10-11-2017,1714
Oil & Masala,10-11-2017,722
Bakery,10-11-2017,2439
Bakery,11-11-2017,2421
Snacks,11-11-2017,668
Snacks,11-11-2017,1278
Oil & Masala,11-11-2017,1900
Oil & Masala,11-11-2017,1299
Snacks,11-11-2017,2291
Beverages,11-11-2017,2495
"Eggs, Meat & Fish",11-11-2017,880
Bakery,11-11-2017,1935
Bakery,11-11-2017,921
"Eggs, Meat & Fish",11-11-2017,601
Fruits & Veggies,11-11-2017,2105
Snacks,11-11-2017,717
Oil & Masala,11-11-2017,2491
Bakery,11-11-2017,2086
Food Grains,11-11-2017,1261
Food Grains,11-11-2017,1792
"Eggs, Meat & Fish",11-11-2017,1748
Beverages,11-11-2017,801
Fruits & Veggies,12-11-2017,1955
Fruits & Veggies,12-11-2017,1437
Oil & Masala,12-11-2017,1097
Bakery,12-11-2017,1828
Snacks,12-11-2017,1512
Oil & Masala,12-11-2017,906
Fruits & Veggies,12-11-2017,876
Food Grains,12-11-2017,1440
Food Grains,12-11-2017,1762
"Eggs, Meat & Fish",12-11-2017,2159
Food Grains,12-11-2017,573
Oil & Masala,12-11-2017,791
Snacks,12-11-2017,660
Bakery,12-11-2017,912
Bakery,12-11-2017,1490
Snacks,12-11-2017,2004
Oil & Masala,13-11-2017,1622
Bakery,13-11-2017,1710
Oil & Masala,13-11-2017,877
Oil & Masala,13-11-2017,511
Beverages,13-11-2017,625
Beverages,13-11-2017,1591
Food Grains,13-11-2017,868
Snacks,13-11-2017,1113
Fruits & Veggies,13-11-2017,1087
Snacks,13-11-2017,1251
"Eggs, Meat & Fish",13-11-2017,978
Food Grains,13-11-2017,1095
Bakery,13-11-2017,564
Bakery,14-11-2017,2292
Food Grains,14-11-2017,729
Snacks,14-11-2017,1641
Fruits & Veggies,14-11-2017,1505
Fruits & Veggies,14-11-2017,2306
Food Grains,14-11-2017,806
Oil & Masala,14-11-2017,1070
Bakery,14-11-2017,1624
Snacks,14-11-2017,784
Beverages,14-11-2017,1122
Bakery,14-11-2017,763
"Eggs, Meat & Fish",14-11-2017,1645
Beverages,14-11-2017,1125
Snacks,14-11-2017,877
Beverages,14-11-2017,2475
Bakery,14-11-2017,860
Bakery,15-11-2017,1469
Fruits & Veggies,15-11-2017,1056
Snacks,15-11-2017,1573
Fruits & Veggies,15-11-2017,1256
"Eggs, Meat & Fish",15-11-2017,2293
Oil & Masala,16-11-2017,2394
Snacks,16-11-2017,1004
"Eggs, Meat & Fish",17-11-2017,1005
Beverages,17-11-2017,2489
Beverages,17-11-2017,1176
Snacks,17-11-2017,950
Fruits & Veggies,18-11-2017,1351
Fruits & Veggies,18-11-2017,1863
Fruits & Veggies,18-11-2017,959
Oil & Masala,18-11-2017,727
Food Grains,18-11-2017,1252
Beverages,18-11-2017,510
Bakery,18-11-2017,639
Oil & Masala,18-11-2017,875
Food Grains,18-11-2017,747
"Eggs, Meat & Fish",18-11-2017,2471
Oil & Masala,18-11-2017,2146
Fruits & Veggies,18-11-2017,1014
Food Grains,19-11-2017,2006
Snacks,19-11-2017,1374
Beverages,19-11-2017,1584
Oil & Masala,19-11-2017,1647
Bakery,19-11-2017,1770
Fruits & Veggies,19-11-2017,1708
"Eggs, Meat & Fish",19-11-2017,1205
Snacks,19-11-2017,1059
Food Grains,19-11-2017,1987
Bakery,19-11-2017,883
Food Grains,19-11-2017,1988
"Eggs, Meat & Fish",19-11-2017,773
Snacks,19-11-2017,2119
Beverages,19-11-2017,1686
Bakery,19-11-2017,632
Oil & Masala,19-11-2017,2202
"Eggs, Meat & Fish",19-11-2017,2397
Beverages,19-11-2017,541
Beverages,20-11-2017,1623
Bakery,20-11-2017,991
Snacks,20-11-2017,1433
Oil & Masala,20-11-2017,1492
Beverages,20-11-2017,949
Fruits & Veggies,20-11-2017,1546
"Eggs, Meat & Fish",20-11-2017,1396
Bakery,20-11-2017,1065
Bakery,20-11-2017,1517
Snacks,20-11-2017,1180
Fruits & Veggies,20-11-2017,1992
Bakery,20-11-2017,1165
Snacks,20-11-2017,2273
Food Grains,20-11-2017,1244
Beverages,20-11-2017,1754
Beverages,20-11-2017,1624
Beverages,20-11-2017,2364
Snacks,20-11-2017,1626
Oil & Masala,20-11-2017,2363
Oil & Masala,20-11-2017,1746
Fruits & Veggies,20-11-2017,2305
Food Grains,20-11-2017,1487
Food Grains,21-11-2017,1293
Food Grains,21-11-2017,1260
Food Grains,21-11-2017,2387
Oil & Masala,21-11-2017,2071
Food Grains,21-11-2017,837
Snacks,21-11-2017,1473
Beverages,21-11-2017,1103
Snacks,21-11-2017,1866
Snacks,21-11-2017,1405
Oil & Masala,21-11-2017,1593
"Eggs, Meat & Fish",21-11-2017,1705
Fruits & Veggies,21-11-2017,753
"Eggs, Meat & Fish",22-11-2017,1918
Food Grains,22-11-2017,1343
Bakery,22-11-2017,1100
Snacks,22-11-2017,2141
Snacks,22-11-2017,1853
Snacks,22-11-2017,2053
Fruits & Veggies,22-11-2017,1601
Snacks,22-11-2017,661
Snacks,22-11-2017,797
Beverages,22-11-2017,1419
"Eggs, Meat & Fish",23-11-2017,2172
Beverages,23-11-2017,2328
Food Grains,23-11-2017,1091
Food Grains,24-11-2017,2266
Food Grains,24-11-2017,1259
"Eggs, Meat & Fish",24-11-2017,690
Oil & Masala,24-11-2017,1491
Bakery,24-11-2017,884
Food Grains,24-11-2017,2177
Food Grains,24-11-2017,669
Fruits & Veggies,24-11-2017,1803
Food Grains,24-11-2017,2301
Beverages,24-11-2017,2246
"Eggs, Meat & Fish",24-11-2017,724
Bakery,24-11-2017,1618
Bakery,24-11-2017,542
Food Grains,24-11-2017,1238
"Eggs, Meat & Fish",24-11-2017,1438
Food Grains,24-11-2017,1851
Beverages,24-11-2017,1750
Bakery,24-11-2017,1403
Fruits & Veggies,24-11-2017,2224
"Eggs, Meat & Fish",24-11-2017,756
Food Grains,24-11-2017,2305
"Eggs, Meat & Fish",24-11-2017,664
Oil & Masala,24-11-2017,2104
Bakery,24-11-2017,1759
"Eggs, Meat & Fish",24-11-2017,1894
"Eggs, Meat & Fish",24-11-2017,2052
Snacks,24-11-2017,727
Bakery,25-11-2017,1447
Fruits & Veggies,25-11-2017,1397
Snacks,25-11-2017,1898
Oil & Masala,25-11-2017,1464
Snacks,25-11-2017,2361
"Eggs, Meat & Fish",25-11-2017,1109
Oil & Masala,25-11-2017,798
Beverages,25-11-2017,1237
Food Grains,25-11-2017,1763
Food Grains,25-11-2017,2056
Oil & Masala,25-11-2017,765
Fruits & Veggies,25-11-2017,538
Fruits & Veggies,26-11-2017,2471
Oil & Masala,26-11-2017,1333
"Eggs, Meat & Fish",26-11-2017,568
Fruits & Veggies,26-11-2017,1402
Fruits & Veggies,26-11-2017,1103
Bakery,26-11-2017,2481
"Eggs, Meat & Fish",26-11-2017,820
Food Grains,26-11-2017,2063
Bakery,26-11-2017,2484
Fruits & Veggies,26-11-2017,1979
Beverages,26-11-2017,1997
Oil & Masala,26-11-2017,2184
Fruits & Veggies,26-11-2017,1326
Fruits & Veggies,26-11-2017,2450
Bakery,26-11-2017,921
Snacks,26-11-2017,1340
Oil & Masala,27-11-2017,1892
Beverages,27-11-2017,1035
"Eggs, Meat & Fish",27-11-2017,2038
Bakery,27-11-2017,1077
Beverages,27-11-2017,2074
Fruits & Veggies,27-11-2017,1874
Beverages,27-11-2017,1075
Snacks,27-11-2017,1787
"Eggs, Meat & Fish",27-11-2017,2477
Fruits & Veggies,27-11-2017,2045
"Eggs, Meat & Fish",27-11-2017,2389
Food Grains,27-11-2017,2384
Snacks,27-11-2017,1544
Beverages,27-11-2017,1487
"Eggs, Meat & Fish",28-11-2017,1829
Oil & Masala,28-11-2017,2419
Food Grains,28-11-2017,901
Oil & Masala,28-11-2017,2139
Snacks,28-11-2017,1649
Snacks,28-11-2017,1388
Fruits & Veggies,28-11-2017,1660
Fruits & Veggies,28-11-2017,874
Snacks,28-11-2017,541
Beverages,28-11-2017,729
Beverages,28-11-2017,1979
Oil & Masala,29-11-2017,877
Food Grains,29-11-2017,2375
Fruits & Veggies,30-11-2017,2072
"Eggs, Meat & Fish",30-11-2017,1388
"Eggs, Meat & Fish",30-11-2017,1609
Beverages,30-11-2017,1786
Snacks,30-11-2017,2187
Fruits & Veggies,01-12-2017,809
"Eggs, Meat & Fish",01-12-2017,1377
Food Grains,01-12-2017,880
"Eggs, Meat & Fish",01-12-2017,2194
"Eggs, Meat & Fish",01-12-2017,2361
"Eggs, Meat & Fish",01-12-2017,1485
Food Grains,01-12-2017,2178
Oil & Masala,01-12-2017,1973
Food Grains,01-12-2017,1547
Beverages,01-12-2017,1281
Fruits & Veggies,01-12-2017,819
Food Grains,01-12-2017,1824
Snacks,01-12-2017,2390
Bakery,01-12-2017,1766
Snacks,01-12-2017,1389
"Eggs, Meat & Fish",01-12-2017,1433
Snacks,01-12-2017,567
Beverages,01-12-2017,2423
Fruits & Veggies,01-12-2017,2432
Fruits & Veggies,01-12-2017,731
Bakery,01-12-2017,1502
Snacks,01-12-2017,1057
"Eggs, Meat & Fish",01-12-2017,2036
"Eggs, Meat & Fish",02-12-2017,1099
Oil & Masala,02-12-2017,1242
Beverages,02-12-2017,2089
"Eggs, Meat & Fish",02-12-2017,1602
"Eggs, Meat & Fish",02-12-2017,1105
Food Grains,02-12-2017,2318
"Eggs, Meat & Fish",02-12-2017,2439
"Eggs, Meat & Fish",02-12-2017,1435
Fruits & Veggies,02-12-2017,1175
Bakery,02-12-2017,2048
Bakery,02-12-2017,1571
Food Grains,02-12-2017,1262
Snacks,02-12-2017,2187
"Eggs, Meat & Fish",02-12-2017,825
Oil & Masala,02-12-2017,1608
Bakery,02-12-2017,632
Bakery,02-12-2017,2395
"Eggs, Meat & Fish",03-12-2017,1226
Bakery,03-12-2017,2310
Snacks,03-12-2017,1007
Oil & Masala,03-12-2017,2285
Oil & Masala,03-12-2017,2042
Beverages,03-12-2017,930
Food Grains,03-12-2017,2283
Bakery,03-12-2017,2111
"Eggs, Meat & Fish",03-12-2017,1515
Oil & Masala,03-12-2017,2128
Beverages,03-12-2017,1182
Bakery,03-12-2017,997
Bakery,03-12-2017,1863
Bakery,03-12-2017,747
"Eggs, Meat & Fish",03-12-2017,1694
"Eggs, Meat & Fish",03-12-2017,1819
Food Grains,04-12-2017,1493
Food Grains,04-12-2017,1878
Beverages,04-12-2017,1324
Oil & Masala,04-12-2017,2395
Snacks,04-12-2017,604
Food Grains,04-12-2017,1945
Snacks,04-12-2017,1034
Beverages,04-12-2017,2043
Fruits & Veggies,04-12-2017,1313
Food Grains,05-12-2017,2409
"Eggs, Meat & Fish",05-12-2017,1464
Fruits & Veggies,05-12-2017,1277
Beverages,05-12-2017,768
Oil & Masala,05-12-2017,2100
"Eggs, Meat & Fish",05-12-2017,1985
Beverages,05-12-2017,1070
Food Grains,05-12-2017,2287
Fruits & Veggies,05-12-2017,1527
Oil & Masala,05-12-2017,870
Fruits & Veggies,05-12-2017,1125
Food Grains,05-12-2017,859
Beverages,05-12-2017,571
Beverages,05-12-2017,1740
"Eggs, Meat & Fish",05-12-2017,1992
Snacks,05-12-2017,1576
Beverages,06-12-2017,1103
Bakery,06-12-2017,1467
Fruits & Veggies,06-12-2017,1106
Fruits & Veggies,06-12-2017,703
Beverages,06-12-2017,962
Snacks,06-12-2017,1385
Food Grains,06-12-2017,922
Bakery,06-12-2017,1929
Beverages,06-12-2017,663
Food Grains,06-12-2017,2335
Fruits & Veggies,06-12-2017,533
"Eggs, Meat & Fish",06-12-2017,1716
Snacks,06-12-2017,1689
Food Grains,06-12-2017,1126
Food Grains,06-12-2017,1857
Beverages,06-12-2017,2316
Beverages,06-12-2017,1531
Beverages,06-12-2017,900
Beverages,08-12-2017,1291
Snacks,08-12-2017,1723
Food Grains,08-12-2017,1918
Food Grains,08-12-2017,757
"Eggs, Meat & Fish",08-12-2017,1338
Beverages,08-12-2017,1722
"Eggs, Meat & Fish",08-12-2017,1225
Fruits & Veggies,08-12-2017,810
Food Grains,08-12-2017,1698
Food Grains,08-12-2017,1269
"Eggs, Meat & Fish",08-12-2017,2290
"Eggs, Meat & Fish",08-12-2017,1265
Bakery,08-12-2017,1362
Beverages,08-12-2017,1529
Beverages,08-12-2017,934
Bakery,09-12-2017,1443
Food Grains,09-12-2017,1422
Food Grains,09-12-2017,948
Beverages,09-12-2017,707
Snacks,09-12-2017,1176
"Eggs, Meat & Fish",09-12-2017,1195
Fruits & Veggies,09-12-2017,1922
Oil & Masala,09-12-2017,1750
Snacks,09-12-2017,1842
Bakery,09-12-2017,1800
Beverages,09-12-2017,2444
Beverages,09-12-2017,651
Beverages,09-12-2017,1849
Bakery,09-12-2017,1353
Food Grains,09-12-2017,1108
Food Grains,09-12-2017,2065
Bakery,09-12-2017,924
Oil & Masala,10-12-2017,1359
Snacks,10-12-2017,1724
Oil & Masala,10-12-2017,1217
Food Grains,10-12-2017,647
Beverages,10-12-2017,2133
"Eggs, Meat & Fish",10-12-2017,1191
"Eggs, Meat & Fish",10-12-2017,2126
Oil & Masala,10-12-2017,1300
Bakery,10-12-2017,1545
Food Grains,10-12-2017,1769
Fruits & Veggies,10-12-2017,1257
Food Grains,10-12-2017,884
Snacks,10-12-2017,1470
Fruits & Veggies,10-12-2017,1602
Food Grains,11-12-2017,2111
Fruits & Veggies,11-12-2017,2301
"Eggs, Meat & Fish",11-12-2017,1282
Snacks,11-12-2017,770
Snacks,11-12-2017,1047
Snacks,11-12-2017,2495
"Eggs, Meat & Fish",11-12-2017,1638
"Eggs, Meat & Fish",11-12-2017,1757
Oil & Masala,11-12-2017,1541
Fruits & Veggies,11-12-2017,1495
"Eggs, Meat & Fish",11-12-2017,1279
Fruits & Veggies,11-12-2017,760
Fruits & Veggies,11-12-2017,627
Snacks,11-12-2017,1846
Bakery,11-12-2017,745
Food Grains,11-12-2017,540
"Eggs, Meat & Fish",11-12-2017,559
Beverages,11-12-2017,966
Food Grains,11-12-2017,1097
Oil & Masala,11-12-2017,1746
Snacks,11-12-2017,2404
Bakery,11-12-2017,1200
Oil & Masala,11-12-2017,1358
Bakery,11-12-2017,1088
Food Grains,11-12-2017,784
Food Grains,11-12-2017,1120
Food Grains,11-12-2017,1082
Snacks,11-12-2017,1310
Food Grains,12-12-2017,2441
Beverages,12-12-2017,790
Food Grains,12-12-2017,678
Snacks,12-12-2017,2099
Snacks,12-12-2017,1131
Fruits & Veggies,12-12-2017,2014
"Eggs, Meat & Fish",12-12-2017,1730
Snacks,12-12-2017,1317
Bakery,12-12-2017,1020
Snacks,12-12-2017,1580
Fruits & Veggies,12-12-2017,1556
Food Grains,12-12-2017,980
Fruits & Veggies,12-12-2017,621
Fruits & Veggies,13-12-2017,1137
Oil & Masala,13-12-2017,1681
Bakery,13-12-2017,1988
Snacks,13-12-2017,795
Bakery,14-12-2017,1932
Food Grains,14-12-2017,2011
"Eggs, Meat & Fish",14-12-2017,1341
Beverages,14-12-2017,2070
Beverages,14-12-2017,2386
Oil & Masala,14-12-2017,1987
Bakery,14-12-2017,1823
Beverages,14-12-2017,2080
Oil & Masala,14-12-2017,2298
Oil & Masala,15-12-2017,2065
Beverages,15-12-2017,1497
Oil & Masala,15-12-2017,617
Bakery,15-12-2017,1641
"Eggs, Meat & Fish",15-12-2017,1820
Bakery,15-12-2017,2451
Bakery,15-12-2017,1862
Oil & Masala,16-12-2017,1352
Fruits & Veggies,16-12-2017,1356
Oil & Masala,16-12-2017,2061
Bakery,16-12-2017,1486
Snacks,16-12-2017,1574
Snacks,17-12-2017,1431
Food Grains,17-12-2017,1059
"Eggs, Meat & Fish",17-12-2017,1706
Food Grains,17-12-2017,1127
Snacks,17-12-2017,635
Bakery,17-12-2017,1189
Snacks,17-12-2017,1875
Fruits & Veggies,18-12-2017,1724
Snacks,18-12-2017,1637
Oil & Masala,18-12-2017,2037
Fruits & Veggies,18-12-2017,1106
Food Grains,18-12-2017,1759
Snacks,18-12-2017,976
Beverages,18-12-2017,1215
Food Grains,18-12-2017,608
Bakery,18-12-2017,1720
Fruits & Veggies,18-12-2017,1836
Oil & Masala,18-12-2017,2460
Fruits & Veggies,18-12-2017,1936
Oil & Masala,18-12-2017,798
Fruits & Veggies,18-12-2017,958
Oil & Masala,18-12-2017,1952
Beverages,18-12-2017,844
"Eggs, Meat & Fish",18-12-2017,2110
Oil & Masala,18-12-2017,945
Beverages,18-12-2017,2147
Fruits & Veggies,18-12-2017,919
"Eggs, Meat & Fish",18-12-2017,1115
Bakery,19-12-2017,2209
Food Grains,19-12-2017,1616
Snacks,19-12-2017,1432
Fruits & Veggies,19-12-2017,1569
Food Grains,19-12-2017,795
"Eggs, Meat & Fish",19-12-2017,952
Snacks,19-12-2017,913
Fruits & Veggies,20-12-2017,993
Bakery,20-12-2017,2302
Bakery,20-12-2017,1448
Food Grains,20-12-2017,2413
Food Grains,22-12-2017,761
Fruits & Veggies,22-12-2017,2003
Oil & Masala,22-12-2017,1366
Food Grains,22-12-2017,2442
Beverages,22-12-2017,1277
Oil & Masala,22-12-2017,2324
Bakery,22-12-2017,1531
Oil & Masala,22-12-2017,1910
Oil & Masala,23-12-2017,1092
Beverages,23-12-2017,1674
Oil & Masala,23-12-2017,2301
Beverages,23-12-2017,2068
Oil & Masala,23-12-2017,2178
Food Grains,23-12-2017,757
Snacks,23-12-2017,1158
Snacks,23-12-2017,1318
Fruits & Veggies,23-12-2017,872
Bakery,23-12-2017,1947
Fruits & Veggies,23-12-2017,1093
Snacks,23-12-2017,1866
Bakery,23-12-2017,2172
Oil & Masala,23-12-2017,594
Snacks,23-12-2017,1130
Beverages,23-12-2017,1138
Snacks,23-12-2017,746
Food Grains,23-12-2017,1658
Bakery,23-12-2017,624
"Eggs, Meat & Fish",23-12-2017,2292
Food Grains,24-12-2017,1430
Snacks,24-12-2017,503
Food Grains,24-12-2017,530
Bakery,24-12-2017,920
Food Grains,24-12-2017,1298
Beverages,24-12-2017,1473
Fruits & Veggies,24-12-2017,2336
Snacks,24-12-2017,1589
Fruits & Veggies,25-12-2017,772
Fruits & Veggies,25-12-2017,968
Snacks,25-12-2017,2165
Snacks,25-12-2017,1109
Oil & Masala,25-12-2017,501
Oil & Masala,25-12-2017,2374
Bakery,25-12-2017,511
Snacks,25-12-2017,1113
Bakery,25-12-2017,1476
Bakery,25-12-2017,1703
Beverages,25-12-2017,1319
Beverages,25-12-2017,1411
"Eggs, Meat & Fish",25-12-2017,2311
"Eggs, Meat & Fish",25-12-2017,957
"Eggs, Meat & Fish",25-12-2017,1361
Food Grains,25-12-2017,1823
Snacks,25-12-2017,1236
"Eggs, Meat & Fish",25-12-2017,1590
"Eggs, Meat & Fish",25-12-2017,1361
Bakery,26-12-2017,877
"Eggs, Meat & Fish",26-12-2017,1463
Food Grains,26-12-2017,1442
"Eggs, Meat & Fish",26-12-2017,1681
Bakery,26-12-2017,1345
Oil & Masala,26-12-2017,1021
Snacks,26-12-2017,1884
Oil & Masala,26-12-2017,994
Beverages,26-12-2017,2266
Beverages,26-12-2017,646
Beverages,26-12-2017,700
Snacks,26-12-2017,1765
Food Grains,26-12-2017,584
Snacks,27-12-2017,2154
Fruits & Veggies,27-12-2017,1825
Food Grains,27-12-2017,1447
Fruits & Veggies,27-12-2017,1903
Fruits & Veggies,27-12-2017,1140
Food Grains,27-12-2017,1200
Snacks,27-12-2017,872
Food Grains,29-12-2017,1143
Food Grains,29-12-2017,790
"Eggs, Meat & Fish",29-12-2017,599
Snacks,29-12-2017,1046
Snacks,29-12-2017,1445
Fruits & Veggies,29-12-2017,621
Oil & Masala,29-12-2017,2478
Food Grains,29-12-2017,1193
Snacks,29-12-2017,2461
Food Grains,29-12-2017,957
Beverages,29-12-2017,2397
Bakery,29-12-2017,1477
Bakery,30-12-2017,1331
Snacks,30-12-2017,2213
Fruits & Veggies,30-12-2017,1948
"Eggs, Meat & Fish",30-12-2017,1605
Bakery,30-12-2017,1204
Oil & Masala,30-12-2017,2196
Beverages,30-12-2017,864
Food Grains,30-12-2017,2377
"Eggs, Meat & Fish",31-12-2017,1602
Beverages,31-12-2017,863
Food Grains,31-12-2017,2159
Oil & Masala,31-12-2017,1474
Bakery,31-12-2017,1035
Bakery,31-12-2017,625
Snacks,31-12-2017,2410
Fruits & Veggies,01-01-2018,2193
"Eggs, Meat & Fish",01-01-2018,2245
Oil & Masala,01-01-2018,1512
Oil & Masala,01-01-2018,1353
Beverages,01-01-2018,2341
Beverages,01-01-2018,1583
Snacks,01-01-2018,2045
Snacks,01-01-2018,1370
Bakery,01-01-2018,2137
Food Grains,01-01-2018,2332
Snacks,02-01-2018,2081
Oil & Masala,02-01-2018,1846
Beverages,02-01-2018,503
Fruits & Veggies,02-01-2018,1448
Food Grains,02-01-2018,1716
Food Grains,02-01-2018,1482
"Eggs, Meat & Fish",02-01-2018,2066
Beverages,02-01-2018,2216
"Eggs, Meat & Fish",03-01-2018,506
Oil & Masala,03-01-2018,1249
Beverages,03-01-2018,2376
"Eggs, Meat & Fish",06-01-2018,1747
"Eggs, Meat & Fish",07-01-2018,970
Beverages,07-01-2018,739
Bakery,07-01-2018,1654
"Eggs, Meat & Fish",07-01-2018,758
Oil & Masala,07-01-2018,1485
Food Grains,07-01-2018,1368
Oil & Masala,08-01-2018,743
Snacks,09-01-2018,1204
Fruits & Veggies,12-01-2018,1231
Oil & Masala,12-01-2018,1126
Snacks,12-01-2018,2268
Oil & Masala,12-01-2018,1883
Food Grains,13-01-2018,824
Fruits & Veggies,13-01-2018,1545
Beverages,13-01-2018,2237
Oil & Masala,13-01-2018,2120
Bakery,14-01-2018,2473
Snacks,14-01-2018,1649
Beverages,14-01-2018,1927
Bakery,14-01-2018,2204
Oil & Masala,14-01-2018,1991
Oil & Masala,14-01-2018,2161
Snacks,14-01-2018,1666
Food Grains,14-01-2018,839
Bakery,14-01-2018,569
Bakery,14-01-2018,1707
Oil & Masala,14-01-2018,2388
Snacks,14-01-2018,2167
Snacks,14-01-2018,2013
"Eggs, Meat & Fish",14-01-2018,1640
Snacks,14-01-2018,770
Snacks,14-01-2018,2299
"Eggs, Meat & Fish",14-01-2018,517
"Eggs, Meat & Fish",14-01-2018,636
Food Grains,15-01-2018,1578
Bakery,15-01-2018,608
Snacks,15-01-2018,658
Bakery,15-01-2018,1821
Beverages,15-01-2018,766
Fruits & Veggies,15-01-2018,1937
Oil & Masala,15-01-2018,1504
Food Grains,15-01-2018,2440
Snacks,16-01-2018,540
Beverages,16-01-2018,1792
Beverages,16-01-2018,1717
Beverages,16-01-2018,1520
Snacks,16-01-2018,1188
Fruits & Veggies,19-01-2018,2085
Fruits & Veggies,19-01-2018,2126
Snacks,19-01-2018,1286
Oil & Masala,19-01-2018,853
"Eggs, Meat & Fish",19-01-2018,1935
Oil & Masala,19-01-2018,1296
Beverages,19-01-2018,1791
Fruits & Veggies,19-01-2018,2314
Bakery,19-01-2018,1015
Snacks,20-01-2018,2392
Snacks,20-01-2018,531
Snacks,20-01-2018,1206
Bakery,20-01-2018,938
Fruits & Veggies,20-01-2018,1805
Fruits & Veggies,20-01-2018,1379
Snacks,21-01-2018,2153
Food Grains,21-01-2018,1398
Fruits & Veggies,21-01-2018,1288
Fruits & Veggies,21-01-2018,1028
"Eggs, Meat & Fish",21-01-2018,1016
Beverages,21-01-2018,2103
Oil & Masala,21-01-2018,2158
Snacks,21-01-2018,1056
Snacks,21-01-2018,1399
Snacks,21-01-2018,1333
Oil & Masala,21-01-2018,1842
Snacks,21-01-2018,2014
Bakery,21-01-2018,1405
Food Grains,21-01-2018,1778
Oil & Masala,22-01-2018,2155
"Eggs, Meat & Fish",22-01-2018,1381
Beverages,22-01-2018,1202
"Eggs, Meat & Fish",22-01-2018,1170
Snacks,22-01-2018,1815
"Eggs, Meat & Fish",22-01-2018,595
Bakery,23-01-2018,1133
Fruits & Veggies,23-01-2018,1837
Snacks,23-01-2018,1682
Food Grains,23-01-2018,700
Beverages,23-01-2018,2149
Bakery,23-01-2018,1768
Fruits & Veggies,23-01-2018,2217
Food Grains,24-01-2018,1758
Fruits & Veggies,24-01-2018,703
"Eggs, Meat & Fish",24-01-2018,1698
Food Grains,24-01-2018,1073
"Eggs, Meat & Fish",26-01-2018,2086
"Eggs, Meat & Fish",26-01-2018,1693
Snacks,26-01-2018,638
Beverages,26-01-2018,1764
Snacks,26-01-2018,1046
Food Grains,26-01-2018,1328
Beverages,27-01-2018,583
Beverages,27-01-2018,1303
Snacks,27-01-2018,559
Oil & Masala,27-01-2018,743
"Eggs, Meat & Fish",28-01-2018,2266
Oil & Masala,28-01-2018,1141
Snacks,28-01-2018,1962
Oil & Masala,28-01-2018,1671
"Eggs, Meat & Fish",29-01-2018,2290
Fruits & Veggies,29-01-2018,526
Beverages,29-01-2018,2120
Beverages,29-01-2018,783
"Eggs, Meat & Fish",29-01-2018,2411
Bakery,29-01-2018,2494
Beverages,29-01-2018,1810
Fruits & Veggies,29-01-2018,711
Bakery,29-01-2018,1467
Food Grains,29-01-2018,2437
Snacks,30-01-2018,635
Beverages,30-01-2018,943
Bakery,30-01-2018,522
"Eggs, Meat & Fish",30-01-2018,968
Beverages,30-01-2018,1792
Beverages,30-01-2018,825
Fruits & Veggies,30-01-2018,1880
Oil & Masala,30-01-2018,1820
"Eggs, Meat & Fish",30-01-2018,710
Oil & Masala,30-01-2018,649
Bakery,30-01-2018,892
Food Grains,30-01-2018,2382
"Eggs, Meat & Fish",30-01-2018,1114
"Eggs, Meat & Fish",30-01-2018,1562
Beverages,30-01-2018,1920
Fruits & Veggies,30-01-2018,2147
Snacks,02-02-2018,1261
Snacks,02-02-2018,1246
Snacks,02-02-2018,761
Beverages,02-02-2018,2112
"Eggs, Meat & Fish",02-02-2018,640
Fruits & Veggies,02-02-2018,2091
"Eggs, Meat & Fish",02-02-2018,976
"Eggs, Meat & Fish",02-02-2018,2414
Bakery,02-02-2018,1019
Snacks,03-02-2018,1689
"Eggs, Meat & Fish",03-02-2018,2233
Oil & Masala,03-02-2018,1704
Bakery,03-02-2018,2139
Snacks,03-02-2018,2183
Bakery,03-02-2018,2238
Snacks,03-02-2018,1327
Food Grains,03-02-2018,1580
Food Grains,04-02-2018,738
"Eggs, Meat & Fish",05-02-2018,1624
Fruits & Veggies,05-02-2018,2430
Fruits & Veggies,05-02-2018,2413
Food Grains,05-02-2018,1927
Beverages,06-02-2018,1216
Snacks,06-02-2018,1541
Bakery,06-02-2018,2107
Snacks,06-02-2018,1497
Fruits & Veggies,06-02-2018,2059
Beverages,09-02-2018,1525
Fruits & Veggies,09-02-2018,588
Fruits & Veggies,09-02-2018,1523
Snacks,09-02-2018,2399
Snacks,09-02-2018,559
Oil & Masala,09-02-2018,1152
Beverages,10-02-2018,685
"Eggs, Meat & Fish",10-02-2018,2167
Oil & Masala,11-02-2018,1678
Food Grains,11-02-2018,2035
Food Grains,11-02-2018,2440
Beverages,11-02-2018,930
Snacks,11-02-2018,2058
Oil & Masala,13-02-2018,2102
Fruits & Veggies,13-02-2018,1757
Bakery,13-02-2018,1634
"Eggs, Meat & Fish",13-02-2018,1637
Bakery,13-02-2018,1184
Food Grains,13-02-2018,1743
Beverages,13-02-2018,990
Food Grains,16-02-2018,952
